student_id,course_id,subject,feedback_text,rating,date,true_category,true_sentiment,processed_text,dominant_topic,cluster
S32587,CHE368,Chemistry,The Course Content in the Chemistry course was adequate.,4,2024-04-18,Course Content,Neutral,course content chemistry course adequate,Topic_1,2
S95568,MAT776,Mathematics,I found the Support Services in Mathematics to be very well organized and useful.,4,2025-03-29,Support Services,Positive,found support service mathematics well organized useful,Topic_3,3
S71528,BIO833,Biology,The Course Content in the Biology class exceeded my expectations.,5,2024-10-15,Course Content,Positive,course content biology class exceeded expectation,Topic_1,1
S63309,ECO445,Economics,"Great Teaching Quality in the Economics course, very helpful for my learning.",5,2024-11-17,Teaching Quality,Positive,great teaching quality economics course helpful learning,Topic_2,4
S20995,BIO420,Biology,I really enjoyed the Biology course. The Learning Resources was excellent.,4,2024-11-05,Learning Resources,Positive,really enjoyed biology course learning resource excellent,Topic_2,0
S68384,HIS754,History,"The History course had reasonable Teaching Quality, but could be improved.",3,2024-05-12,Teaching Quality,Neutral,history course reasonable teaching quality could improved,Topic_2,3
S64820,CHE944,Chemistry,I really enjoyed the Chemistry course. The Learning Resources was excellent.,5,2025-01-12,Learning Resources,Positive,really enjoyed chemistry course learning resource excellent,Topic_2,0
S69083,COM570,Computer Science,I found the Teaching Quality in Computer Science to be very well organized and useful.,4,2024-10-04,Teaching Quality,Positive,found teaching quality computer science well organized useful,Topic_3,3
S53533,PHY160,Physics,The Learning Resources in Physics met the basic requirements.,4,2025-01-04,Learning Resources,Neutral,learning resource physic met basic requirement,Topic_4,2
S76774,BIO764,Biology,"Great Course Content in the Biology course, very helpful for my learning.",5,2024-04-19,Course Content,Positive,great course content biology course helpful learning,Topic_2,4
S64147,BIO895,Biology,"Great Course Content in the Biology course, very helpful for my learning.",5,2025-01-04,Course Content,Positive,great course content biology course helpful learning,Topic_2,4
S98025,COM755,Computer Science,Poor Assessment Methods made the Computer Science course difficult to follow.,2,2024-06-06,Assessment Methods,Negative,poor assessment method made computer science course difficult follow,Topic_4,2
S42889,COM482,Computer Science,The instructor's Support Services approach in Computer Science was outstanding.,4,2024-08-10,Support Services,Positive,instructor support service approach computer science outstanding,Topic_5,2
S80631,HIS268,History,I struggled with History due to inadequate Course Content.,2,2025-01-12,Course Content,Negative,struggled history due inadequate course content,Topic_3,2
S71891,PSY547,Psychology,Poor Teaching Quality made the Psychology course difficult to follow.,3,2024-04-17,Teaching Quality,Negative,poor teaching quality made psychology course difficult follow,Topic_4,2
S89611,PSY604,Psychology,"The Psychology course had reasonable Course Content, but could be improved.",3,2025-01-18,Course Content,Neutral,psychology course reasonable course content could improved,Topic_2,3
S76560,ECO227,Economics,The instructor's Course Content approach in Economics was outstanding.,5,2024-06-03,Course Content,Positive,instructor course content approach economics outstanding,Topic_5,2
S67109,BIO371,Biology,I really enjoyed the Biology course. The Facilities was excellent.,5,2024-07-18,Facilities,Positive,really enjoyed biology course facility excellent,Topic_2,0
S64055,HIS974,History,"I think the Facilities in History was average, nothing special.",3,2024-05-29,Facilities,Neutral,think facility history average nothing special,Topic_5,2
S66092,COM307,Computer Science,The Learning Resources in the Computer Science class was below standard.,3,2024-08-27,Learning Resources,Negative,learning resource computer science class standard,Topic_2,1
S16132,COM950,Computer Science,I found the Support Services in Computer Science to be very well organized and useful.,5,2024-11-13,Support Services,Positive,found support service computer science well organized useful,Topic_3,3
S44546,PSY981,Psychology,The instructor's Learning Resources approach in Psychology was outstanding.,5,2024-09-30,Learning Resources,Positive,instructor learning resource approach psychology outstanding,Topic_5,2
S39640,PHY572,Physics,"Great Course Content in the Physics course, very helpful for my learning.",4,2025-01-19,Course Content,Positive,great course content physic course helpful learning,Topic_2,4
S29590,BIO332,Biology,Neither good nor bad Teaching Quality in the Biology course.,3,2024-12-25,Teaching Quality,Neutral,neither good bad teaching quality biology course,Topic_1,2
S52325,BIO789,Biology,I really enjoyed the Biology course. The Support Services was excellent.,5,2025-03-03,Support Services,Positive,really enjoyed biology course support service excellent,Topic_2,0
S78298,COM906,Computer Science,I really enjoyed the Computer Science course. The Support Services was excellent.,4,2025-02-08,Support Services,Positive,really enjoyed computer science course support service excellent,Topic_2,0
S25702,ECO575,Economics,The instructor's Support Services approach in Economics was outstanding.,5,2024-11-29,Support Services,Positive,instructor support service approach economics outstanding,Topic_5,2
S14890,COM314,Computer Science,I really enjoyed the Computer Science course. The Support Services was excellent.,5,2025-02-14,Support Services,Positive,really enjoyed computer science course support service excellent,Topic_2,0
S50145,BIO555,Biology,The Support Services in the Biology course was adequate.,4,2024-05-29,Support Services,Neutral,support service biology course adequate,Topic_1,2
S87352,PSY162,Psychology,I found the Facilities in Psychology to be very well organized and useful.,5,2025-01-21,Facilities,Positive,found facility psychology well organized useful,Topic_3,3
S58468,LIT193,Literature,The instructor's Facilities approach in Literature was outstanding.,5,2024-08-21,Facilities,Positive,instructor facility approach literature outstanding,Topic_5,2
S49320,COM930,Computer Science,The instructor's Teaching Quality approach in Computer Science was outstanding.,5,2024-06-28,Teaching Quality,Positive,instructor teaching quality approach computer science outstanding,Topic_5,2
S49683,MAT361,Mathematics,"Great Assessment Methods in the Mathematics course, very helpful for my learning.",5,2025-02-21,Assessment Methods,Positive,great assessment method mathematics course helpful learning,Topic_2,4
S11537,PSY907,Psychology,I found the Facilities in Psychology to be very well organized and useful.,4,2025-03-06,Facilities,Positive,found facility psychology well organized useful,Topic_3,3
S41376,MAT518,Mathematics,I found the Teaching Quality in Mathematics to be very well organized and useful.,4,2025-01-20,Teaching Quality,Positive,found teaching quality mathematics well organized useful,Topic_3,3
S11582,LIT987,Literature,"Great Learning Resources in the Literature course, very helpful for my learning.",5,2024-09-08,Learning Resources,Positive,great learning resource literature course helpful learning,Topic_2,4
S46614,HIS468,History,Neither good nor bad Facilities in the History course.,4,2024-11-09,Facilities,Neutral,neither good bad facility history course,Topic_1,2
S62805,MAT102,Mathematics,The Teaching Quality in the Mathematics class exceeded my expectations.,5,2024-11-05,Teaching Quality,Positive,teaching quality mathematics class exceeded expectation,Topic_1,1
S30095,ECO573,Economics,The Course Content in the Economics class exceeded my expectations.,5,2024-12-10,Course Content,Positive,course content economics class exceeded expectation,Topic_1,1
S82676,LIT945,Literature,I really enjoyed the Literature course. The Learning Resources was excellent.,5,2024-11-29,Learning Resources,Positive,really enjoyed literature course learning resource excellent,Topic_2,0
S98631,HIS422,History,The Teaching Quality in History needs significant improvement.,2,2025-01-06,Teaching Quality,Negative,teaching quality history need significant improvement,Topic_3,2
S68365,LIT354,Literature,I found the Teaching Quality in Literature to be very well organized and useful.,5,2024-07-20,Teaching Quality,Positive,found teaching quality literature well organized useful,Topic_3,3
S92293,MAT134,Mathematics,The Assessment Methods in the Mathematics class exceeded my expectations.,5,2024-06-23,Assessment Methods,Positive,assessment method mathematics class exceeded expectation,Topic_1,1
S62436,PHY590,Physics,I really enjoyed the Physics course. The Support Services was excellent.,5,2024-10-29,Support Services,Positive,really enjoyed physic course support service excellent,Topic_2,0
S93455,CHE420,Chemistry,The Facilities in the Chemistry class exceeded my expectations.,4,2025-03-05,Facilities,Positive,facility chemistry class exceeded expectation,Topic_1,1
S34274,COM303,Computer Science,I found the Course Content in Computer Science to be very well organized and useful.,4,2025-04-05,Course Content,Positive,found course content computer science well organized useful,Topic_3,3
S48428,HIS605,History,The Assessment Methods in History needs significant improvement.,3,2024-12-08,Assessment Methods,Negative,assessment method history need significant improvement,Topic_3,2
S50104,PHY689,Physics,The Assessment Methods in the Physics class exceeded my expectations.,4,2024-10-03,Assessment Methods,Positive,assessment method physic class exceeded expectation,Topic_1,1
S69762,HIS752,History,I was disappointed with the Support Services in the History course.,1,2024-05-28,Support Services,Negative,disappointed support service history course,Topic_1,2
S69133,BIO475,Biology,The Facilities in Biology met the basic requirements.,4,2024-09-18,Facilities,Neutral,facility biology met basic requirement,Topic_4,2
S76302,LIT102,Literature,I found the Facilities in Literature to be very well organized and useful.,5,2025-02-10,Facilities,Positive,found facility literature well organized useful,Topic_3,3
S29887,LIT355,Literature,I struggled with Literature due to inadequate Assessment Methods.,2,2024-12-20,Assessment Methods,Negative,struggled literature due inadequate assessment method,Topic_3,2
S52059,LIT469,Literature,I found the Support Services in Literature to be very well organized and useful.,5,2025-02-06,Support Services,Positive,found support service literature well organized useful,Topic_3,3
S92731,MAT515,Mathematics,The instructor's Assessment Methods approach in Mathematics was outstanding.,4,2024-07-16,Assessment Methods,Positive,instructor assessment method approach mathematics outstanding,Topic_5,2
S70510,PHY179,Physics,The instructor's Facilities approach in Physics was outstanding.,4,2025-02-03,Facilities,Positive,instructor facility approach physic outstanding,Topic_5,2
S87601,CHE372,Chemistry,The Facilities in the Chemistry class was below standard.,1,2024-11-20,Facilities,Negative,facility chemistry class standard,Topic_1,1
S27761,HIS165,History,"Great Assessment Methods in the History course, very helpful for my learning.",4,2025-03-13,Assessment Methods,Positive,great assessment method history course helpful learning,Topic_2,4
S35057,LIT482,Literature,The Support Services in the Literature class exceeded my expectations.,5,2024-12-10,Support Services,Positive,support service literature class exceeded expectation,Topic_1,1
S24093,PSY983,Psychology,"The Psychology course had reasonable Facilities, but could be improved.",4,2024-06-16,Facilities,Neutral,psychology course reasonable facility could improved,Topic_2,3
S98367,PSY355,Psychology,The instructor's Support Services approach in Psychology was outstanding.,5,2024-04-15,Support Services,Positive,instructor support service approach psychology outstanding,Topic_5,2
S91423,HIS160,History,The Support Services in the History class exceeded my expectations.,5,2024-07-03,Support Services,Positive,support service history class exceeded expectation,Topic_1,1
S81537,COM235,Computer Science,"Great Facilities in the Computer Science course, very helpful for my learning.",4,2024-07-25,Facilities,Positive,great facility computer science course helpful learning,Topic_2,4
S83957,PSY654,Psychology,I found the Facilities in Psychology to be very well organized and useful.,4,2024-06-30,Facilities,Positive,found facility psychology well organized useful,Topic_3,3
S81001,LIT274,Literature,I really enjoyed the Literature course. The Learning Resources was excellent.,4,2024-11-10,Learning Resources,Positive,really enjoyed literature course learning resource excellent,Topic_2,0
S78408,MAT456,Mathematics,The instructor's Assessment Methods approach in Mathematics was outstanding.,4,2025-01-20,Assessment Methods,Positive,instructor assessment method approach mathematics outstanding,Topic_5,2
S96263,CHE104,Chemistry,"I think the Facilities in Chemistry was average, nothing special.",4,2025-01-19,Facilities,Neutral,think facility chemistry average nothing special,Topic_5,2
S75781,BIO158,Biology,"Great Facilities in the Biology course, very helpful for my learning.",4,2025-04-10,Facilities,Positive,great facility biology course helpful learning,Topic_2,4
S86247,PHY328,Physics,The instructor's Teaching Quality approach in Physics was outstanding.,4,2024-07-26,Teaching Quality,Positive,instructor teaching quality approach physic outstanding,Topic_5,2
S34864,BIO464,Biology,I found the Support Services in Biology to be very well organized and useful.,4,2025-03-11,Support Services,Positive,found support service biology well organized useful,Topic_3,3
S93446,BIO835,Biology,The instructor's Course Content approach in Biology was outstanding.,4,2024-04-12,Course Content,Positive,instructor course content approach biology outstanding,Topic_5,2
S17413,CHE428,Chemistry,The Support Services in Chemistry met the basic requirements.,3,2024-04-30,Support Services,Neutral,support service chemistry met basic requirement,Topic_4,2
S79875,CHE464,Chemistry,The instructor's Learning Resources approach in Chemistry was outstanding.,5,2024-11-06,Learning Resources,Positive,instructor learning resource approach chemistry outstanding,Topic_5,2
S39575,PHY832,Physics,I really enjoyed the Physics course. The Learning Resources was excellent.,4,2024-10-26,Learning Resources,Positive,really enjoyed physic course learning resource excellent,Topic_2,0
S13104,PSY703,Psychology,The instructor's Support Services approach in Psychology was outstanding.,4,2024-05-08,Support Services,Positive,instructor support service approach psychology outstanding,Topic_5,2
S80278,BIO259,Biology,Neither good nor bad Teaching Quality in the Biology course.,3,2024-06-02,Teaching Quality,Neutral,neither good bad teaching quality biology course,Topic_1,2
S52128,PHY731,Physics,I really enjoyed the Physics course. The Learning Resources was excellent.,5,2024-12-27,Learning Resources,Positive,really enjoyed physic course learning resource excellent,Topic_2,0
S33466,HIS865,History,I found the Facilities in History to be very well organized and useful.,4,2024-04-16,Facilities,Positive,found facility history well organized useful,Topic_3,3
S83226,CHE384,Chemistry,Neither good nor bad Course Content in the Chemistry course.,3,2025-01-06,Course Content,Neutral,neither good bad course content chemistry course,Topic_1,2
S45543,HIS835,History,"Great Learning Resources in the History course, very helpful for my learning.",4,2024-06-16,Learning Resources,Positive,great learning resource history course helpful learning,Topic_2,4
S43128,PSY387,Psychology,I really enjoyed the Psychology course. The Assessment Methods was excellent.,4,2024-06-02,Assessment Methods,Positive,really enjoyed psychology course assessment method excellent,Topic_2,0
S86788,COM104,Computer Science,I really enjoyed the Computer Science course. The Teaching Quality was excellent.,4,2024-11-22,Teaching Quality,Positive,really enjoyed computer science course teaching quality excellent,Topic_2,0
S81964,LIT794,Literature,I found the Assessment Methods in Literature to be very well organized and useful.,5,2025-02-14,Assessment Methods,Positive,found assessment method literature well organized useful,Topic_3,3
S99139,ECO876,Economics,The Assessment Methods in Economics met the basic requirements.,4,2025-03-15,Assessment Methods,Neutral,assessment method economics met basic requirement,Topic_4,2
S48968,BIO151,Biology,The Course Content in Biology met the basic requirements.,4,2024-09-29,Course Content,Neutral,course content biology met basic requirement,Topic_4,2
S73331,LIT980,Literature,I really enjoyed the Literature course. The Learning Resources was excellent.,4,2024-09-17,Learning Resources,Positive,really enjoyed literature course learning resource excellent,Topic_2,0
S95556,ECO400,Economics,I really enjoyed the Economics course. The Facilities was excellent.,5,2024-06-19,Facilities,Positive,really enjoyed economics course facility excellent,Topic_2,0
S99762,MAT335,Mathematics,I really enjoyed the Mathematics course. The Assessment Methods was excellent.,4,2025-03-05,Assessment Methods,Positive,really enjoyed mathematics course assessment method excellent,Topic_2,0
S19097,ECO547,Economics,The Learning Resources in the Economics course was adequate.,3,2024-04-29,Learning Resources,Neutral,learning resource economics course adequate,Topic_4,2
S96368,MAT721,Mathematics,I struggled with Mathematics due to inadequate Teaching Quality.,2,2025-03-23,Teaching Quality,Negative,struggled mathematics due inadequate teaching quality,Topic_3,2
S23454,LIT191,Literature,The Teaching Quality in the Literature class exceeded my expectations.,5,2025-01-30,Teaching Quality,Positive,teaching quality literature class exceeded expectation,Topic_1,1
S67663,HIS572,History,"Great Teaching Quality in the History course, very helpful for my learning.",5,2025-02-04,Teaching Quality,Positive,great teaching quality history course helpful learning,Topic_2,4
S90313,BIO918,Biology,The Learning Resources in the Biology class was below standard.,2,2024-08-10,Learning Resources,Negative,learning resource biology class standard,Topic_1,1
S56676,MAT736,Mathematics,The Course Content in the Mathematics course was adequate.,3,2024-11-04,Course Content,Neutral,course content mathematics course adequate,Topic_1,2
S40153,PSY488,Psychology,The Support Services in the Psychology course was adequate.,3,2024-08-13,Support Services,Neutral,support service psychology course adequate,Topic_1,2
S17550,COM839,Computer Science,I found the Assessment Methods in Computer Science to be very well organized and useful.,5,2024-09-02,Assessment Methods,Positive,found assessment method computer science well organized useful,Topic_3,3
S15837,HIS645,History,The Learning Resources in History met the basic requirements.,4,2024-12-22,Learning Resources,Neutral,learning resource history met basic requirement,Topic_4,2
S58417,HIS787,History,The instructor's Learning Resources approach in History was outstanding.,5,2024-05-17,Learning Resources,Positive,instructor learning resource approach history outstanding,Topic_5,2
S43359,ECO108,Economics,The Support Services in the Economics course was adequate.,4,2024-10-12,Support Services,Neutral,support service economics course adequate,Topic_1,2
S22047,COM237,Computer Science,"I think the Learning Resources in Computer Science was average, nothing special.",4,2024-07-24,Learning Resources,Neutral,think learning resource computer science average nothing special,Topic_5,2
S19763,MAT718,Mathematics,The instructor's Teaching Quality approach in Mathematics was outstanding.,4,2025-01-23,Teaching Quality,Positive,instructor teaching quality approach mathematics outstanding,Topic_5,2
S71383,MAT231,Mathematics,"Great Facilities in the Mathematics course, very helpful for my learning.",4,2024-05-29,Facilities,Positive,great facility mathematics course helpful learning,Topic_2,4
S96703,MAT317,Mathematics,I struggled with Mathematics due to inadequate Support Services.,1,2025-03-03,Support Services,Negative,struggled mathematics due inadequate support service,Topic_3,2
S34039,CHE653,Chemistry,I really enjoyed the Chemistry course. The Facilities was excellent.,5,2024-11-06,Facilities,Positive,really enjoyed chemistry course facility excellent,Topic_2,0
S69035,BIO260,Biology,The Assessment Methods in the Biology class was below standard.,3,2024-06-05,Assessment Methods,Negative,assessment method biology class standard,Topic_1,1
S68249,LIT283,Literature,"I think the Teaching Quality in Literature was average, nothing special.",4,2024-06-30,Teaching Quality,Neutral,think teaching quality literature average nothing special,Topic_5,2
S71642,PSY951,Psychology,I really enjoyed the Psychology course. The Facilities was excellent.,5,2024-08-24,Facilities,Positive,really enjoyed psychology course facility excellent,Topic_2,0
S23994,MAT173,Mathematics,"The Mathematics course had reasonable Teaching Quality, but could be improved.",4,2024-12-24,Teaching Quality,Neutral,mathematics course reasonable teaching quality could improved,Topic_2,3
S81379,PSY194,Psychology,I was disappointed with the Learning Resources in the Psychology course.,3,2024-10-15,Learning Resources,Negative,disappointed learning resource psychology course,Topic_4,2
S95595,COM222,Computer Science,The instructor's Teaching Quality approach in Computer Science was outstanding.,4,2025-03-14,Teaching Quality,Positive,instructor teaching quality approach computer science outstanding,Topic_5,2
S74063,PHY926,Physics,The instructor's Teaching Quality approach in Physics was outstanding.,5,2025-02-01,Teaching Quality,Positive,instructor teaching quality approach physic outstanding,Topic_5,2
S26356,BIO253,Biology,The Teaching Quality in the Biology class exceeded my expectations.,4,2024-08-03,Teaching Quality,Positive,teaching quality biology class exceeded expectation,Topic_1,1
S52797,ECO828,Economics,The Facilities in the Economics class was below standard.,1,2024-04-12,Facilities,Negative,facility economics class standard,Topic_1,1
S89023,BIO494,Biology,I struggled with Biology due to inadequate Assessment Methods.,1,2024-12-28,Assessment Methods,Negative,struggled biology due inadequate assessment method,Topic_3,2
S25492,CHE964,Chemistry,The instructor's Support Services approach in Chemistry was outstanding.,4,2024-04-21,Support Services,Positive,instructor support service approach chemistry outstanding,Topic_5,2
S59638,COM600,Computer Science,The Facilities in Computer Science met the basic requirements.,3,2024-06-09,Facilities,Neutral,facility computer science met basic requirement,Topic_4,2
S91647,MAT753,Mathematics,I found the Learning Resources in Mathematics to be very well organized and useful.,5,2024-05-24,Learning Resources,Positive,found learning resource mathematics well organized useful,Topic_3,3
S92658,PHY736,Physics,"I think the Course Content in Physics was average, nothing special.",3,2025-03-27,Course Content,Neutral,think course content physic average nothing special,Topic_5,2
S24115,LIT890,Literature,"Great Assessment Methods in the Literature course, very helpful for my learning.",5,2024-06-23,Assessment Methods,Positive,great assessment method literature course helpful learning,Topic_2,4
S42475,MAT263,Mathematics,"Great Support Services in the Mathematics course, very helpful for my learning.",4,2024-12-11,Support Services,Positive,great support service mathematics course helpful learning,Topic_2,4
S89203,HIS694,History,I found the Support Services in History to be very well organized and useful.,5,2024-08-21,Support Services,Positive,found support service history well organized useful,Topic_3,3
S39536,COM174,Computer Science,I found the Assessment Methods in Computer Science to be very well organized and useful.,5,2024-06-20,Assessment Methods,Positive,found assessment method computer science well organized useful,Topic_3,3
S51222,PSY721,Psychology,The Teaching Quality in the Psychology course was adequate.,3,2024-08-19,Teaching Quality,Neutral,teaching quality psychology course adequate,Topic_1,2
S66582,HIS331,History,The Course Content in the History class exceeded my expectations.,4,2024-09-23,Course Content,Positive,course content history class exceeded expectation,Topic_1,1
S55928,LIT104,Literature,"I think the Course Content in Literature was average, nothing special.",4,2025-03-01,Course Content,Neutral,think course content literature average nothing special,Topic_5,2
S15714,HIS660,History,I really enjoyed the History course. The Teaching Quality was excellent.,5,2024-08-22,Teaching Quality,Positive,really enjoyed history course teaching quality excellent,Topic_2,0
S21881,HIS849,History,The Assessment Methods in the History class exceeded my expectations.,4,2024-04-29,Assessment Methods,Positive,assessment method history class exceeded expectation,Topic_1,1
S14732,PSY345,Psychology,The Support Services in the Psychology class was below standard.,1,2025-03-03,Support Services,Negative,support service psychology class standard,Topic_1,1
S68656,PSY225,Psychology,"The Psychology course had reasonable Learning Resources, but could be improved.",4,2024-04-30,Learning Resources,Neutral,psychology course reasonable learning resource could improved,Topic_2,3
S70451,COM126,Computer Science,I found the Support Services in Computer Science to be very well organized and useful.,5,2025-03-10,Support Services,Positive,found support service computer science well organized useful,Topic_3,3
S49934,BIO730,Biology,The Assessment Methods in the Biology class exceeded my expectations.,4,2024-07-05,Assessment Methods,Positive,assessment method biology class exceeded expectation,Topic_1,1
S46401,LIT763,Literature,The Facilities in Literature needs significant improvement.,2,2025-01-28,Facilities,Negative,facility literature need significant improvement,Topic_3,2
S26632,PSY676,Psychology,The Teaching Quality in Psychology met the basic requirements.,3,2025-01-04,Teaching Quality,Neutral,teaching quality psychology met basic requirement,Topic_4,2
S64457,BIO529,Biology,The instructor's Support Services approach in Biology was outstanding.,4,2024-11-02,Support Services,Positive,instructor support service approach biology outstanding,Topic_5,2
S78677,PHY429,Physics,The Teaching Quality in the Physics class exceeded my expectations.,4,2024-11-08,Teaching Quality,Positive,teaching quality physic class exceeded expectation,Topic_1,1
S33940,HIS176,History,The Course Content in the History class exceeded my expectations.,5,2024-12-13,Course Content,Positive,course content history class exceeded expectation,Topic_1,1
S53364,ECO227,Economics,The Facilities in Economics needs significant improvement.,3,2025-01-28,Facilities,Negative,facility economics need significant improvement,Topic_3,2
S61450,PSY433,Psychology,The instructor's Course Content approach in Psychology was outstanding.,4,2025-03-06,Course Content,Positive,instructor course content approach psychology outstanding,Topic_5,2
S82601,MAT542,Mathematics,The instructor's Assessment Methods approach in Mathematics was outstanding.,4,2024-04-17,Assessment Methods,Positive,instructor assessment method approach mathematics outstanding,Topic_5,2
S61765,MAT884,Mathematics,The instructor's Assessment Methods approach in Mathematics was outstanding.,5,2025-01-14,Assessment Methods,Positive,instructor assessment method approach mathematics outstanding,Topic_5,2
S84562,LIT850,Literature,I really enjoyed the Literature course. The Assessment Methods was excellent.,4,2024-05-22,Assessment Methods,Positive,really enjoyed literature course assessment method excellent,Topic_2,0
S18847,HIS678,History,I found the Course Content in History to be very well organized and useful.,4,2024-05-24,Course Content,Positive,found course content history well organized useful,Topic_3,3
S60926,PSY554,Psychology,I really enjoyed the Psychology course. The Learning Resources was excellent.,4,2024-08-28,Learning Resources,Positive,really enjoyed psychology course learning resource excellent,Topic_2,0
S99425,ECO179,Economics,"I think the Learning Resources in Economics was average, nothing special.",3,2024-06-28,Learning Resources,Neutral,think learning resource economics average nothing special,Topic_5,2
S45380,HIS744,History,The instructor's Facilities approach in History was outstanding.,5,2024-06-13,Facilities,Positive,instructor facility approach history outstanding,Topic_5,2
S71914,PHY998,Physics,I found the Facilities in Physics to be very well organized and useful.,5,2025-01-22,Facilities,Positive,found facility physic well organized useful,Topic_3,3
S47597,ECO958,Economics,The Support Services in the Economics course was adequate.,4,2025-02-01,Support Services,Neutral,support service economics course adequate,Topic_1,2
S38881,LIT879,Literature,"I think the Facilities in Literature was average, nothing special.",3,2024-12-13,Facilities,Neutral,think facility literature average nothing special,Topic_5,2
S59130,HIS984,History,"Great Teaching Quality in the History course, very helpful for my learning.",4,2024-11-10,Teaching Quality,Positive,great teaching quality history course helpful learning,Topic_2,4
S14588,ECO874,Economics,I found the Facilities in Economics to be very well organized and useful.,4,2024-08-22,Facilities,Positive,found facility economics well organized useful,Topic_3,3
S64939,PHY156,Physics,I really enjoyed the Physics course. The Assessment Methods was excellent.,5,2024-12-15,Assessment Methods,Positive,really enjoyed physic course assessment method excellent,Topic_2,0
S78233,LIT147,Literature,The Assessment Methods in Literature met the basic requirements.,4,2024-11-12,Assessment Methods,Neutral,assessment method literature met basic requirement,Topic_4,2
S63426,ECO919,Economics,"Great Course Content in the Economics course, very helpful for my learning.",5,2024-11-30,Course Content,Positive,great course content economics course helpful learning,Topic_2,4
S63993,PSY780,Psychology,"Great Assessment Methods in the Psychology course, very helpful for my learning.",5,2024-05-21,Assessment Methods,Positive,great assessment method psychology course helpful learning,Topic_2,4
S59812,PHY190,Physics,The instructor's Support Services approach in Physics was outstanding.,5,2024-04-14,Support Services,Positive,instructor support service approach physic outstanding,Topic_5,2
S73650,MAT776,Mathematics,I struggled with Mathematics due to inadequate Assessment Methods.,3,2025-03-09,Assessment Methods,Negative,struggled mathematics due inadequate assessment method,Topic_3,2
S64368,LIT197,Literature,The Teaching Quality in the Literature class was below standard.,2,2025-01-02,Teaching Quality,Negative,teaching quality literature class standard,Topic_1,1
S98315,ECO660,Economics,"The Economics course had reasonable Assessment Methods, but could be improved.",4,2024-11-07,Assessment Methods,Neutral,economics course reasonable assessment method could improved,Topic_2,3
S55690,MAT695,Mathematics,"The Mathematics course had reasonable Support Services, but could be improved.",3,2025-03-06,Support Services,Neutral,mathematics course reasonable support service could improved,Topic_2,3
S17779,PHY755,Physics,"I think the Teaching Quality in Physics was average, nothing special.",3,2024-05-06,Teaching Quality,Neutral,think teaching quality physic average nothing special,Topic_5,2
S69022,ECO839,Economics,The Facilities in Economics met the basic requirements.,4,2025-01-28,Facilities,Neutral,facility economics met basic requirement,Topic_4,2
S92305,HIS161,History,The Assessment Methods in the History course was adequate.,4,2024-09-13,Assessment Methods,Neutral,assessment method history course adequate,Topic_1,2
S14042,HIS175,History,The Teaching Quality in the History course was adequate.,4,2024-06-06,Teaching Quality,Neutral,teaching quality history course adequate,Topic_1,2
S68763,PSY766,Psychology,I really enjoyed the Psychology course. The Teaching Quality was excellent.,4,2024-08-27,Teaching Quality,Positive,really enjoyed psychology course teaching quality excellent,Topic_2,0
S61526,CHE323,Chemistry,I found the Teaching Quality in Chemistry to be very well organized and useful.,5,2024-12-07,Teaching Quality,Positive,found teaching quality chemistry well organized useful,Topic_3,3
S32960,HIS508,History,I really enjoyed the History course. The Support Services was excellent.,4,2025-03-20,Support Services,Positive,really enjoyed history course support service excellent,Topic_2,0
S17924,MAT704,Mathematics,"Great Support Services in the Mathematics course, very helpful for my learning.",5,2024-05-15,Support Services,Positive,great support service mathematics course helpful learning,Topic_2,4
S80445,HIS809,History,The Assessment Methods in History needs significant improvement.,3,2025-02-04,Assessment Methods,Negative,assessment method history need significant improvement,Topic_3,2
S49361,HIS711,History,I really enjoyed the History course. The Teaching Quality was excellent.,5,2025-03-16,Teaching Quality,Positive,really enjoyed history course teaching quality excellent,Topic_2,0
S78114,MAT721,Mathematics,I really enjoyed the Mathematics course. The Assessment Methods was excellent.,4,2025-02-20,Assessment Methods,Positive,really enjoyed mathematics course assessment method excellent,Topic_2,0
S10896,PHY413,Physics,The Teaching Quality in the Physics course was adequate.,4,2024-11-01,Teaching Quality,Neutral,teaching quality physic course adequate,Topic_1,2
S38658,PSY890,Psychology,The Teaching Quality in the Psychology class exceeded my expectations.,4,2024-05-29,Teaching Quality,Positive,teaching quality psychology class exceeded expectation,Topic_1,1
S50665,BIO753,Biology,The instructor's Facilities approach in Biology was outstanding.,5,2025-03-14,Facilities,Positive,instructor facility approach biology outstanding,Topic_5,2
S14825,BIO103,Biology,The instructor's Assessment Methods approach in Biology was outstanding.,5,2024-07-27,Assessment Methods,Positive,instructor assessment method approach biology outstanding,Topic_5,2
S29828,MAT920,Mathematics,I really enjoyed the Mathematics course. The Teaching Quality was excellent.,4,2024-06-23,Teaching Quality,Positive,really enjoyed mathematics course teaching quality excellent,Topic_2,0
S33568,HIS977,History,The instructor's Support Services approach in History was outstanding.,4,2025-01-07,Support Services,Positive,instructor support service approach history outstanding,Topic_5,2
S72893,ECO157,Economics,"Great Course Content in the Economics course, very helpful for my learning.",5,2024-09-18,Course Content,Positive,great course content economics course helpful learning,Topic_2,4
S36134,BIO749,Biology,The instructor's Learning Resources approach in Biology was outstanding.,4,2024-12-08,Learning Resources,Positive,instructor learning resource approach biology outstanding,Topic_5,2
S40457,PSY972,Psychology,I really enjoyed the Psychology course. The Learning Resources was excellent.,4,2025-02-09,Learning Resources,Positive,really enjoyed psychology course learning resource excellent,Topic_2,0
