student_id,course_id,subject,feedback_text,rating,date,true_category,true_sentiment
S20526,COM835,Computer Science,The Support Services in the Computer Science class exceeded my expectations.,5,2025-02-11,Support Services,Positive
S13347,ECO734,Economics,The instructor's Teaching Quality approach in Economics was outstanding.,5,2024-08-17,Teaching Quality,Positive
S11207,ECO250,Economics,"I think the Course Content in Economics was average, nothing special.",4,2025-01-01,Course Content,Neutral
S92982,PHY966,Physics,"Great Course Content in the Physics course, very helpful for my learning.",5,2024-06-18,Course Content,Positive
S46250,BIO814,Biology,I found the Assessment Methods in Biology to be very well organized and useful.,5,2024-07-21,Assessment Methods,Positive
S77499,PHY248,Physics,I was disappointed with the Teaching Quality in the Physics course.,1,2024-08-10,Teaching Quality,Negative
S32587,CHE368,Chemistry,The Course Content in the Chemistry course was adequate.,4,2024-04-18,Course Content,Neutral
S95568,MAT776,Mathematics,I found the Support Services in Mathematics to be very well organized and useful.,4,2025-03-29,Support Services,Positive
S71528,BIO833,Biology,The Course Content in the Biology class exceeded my expectations.,5,2024-10-15,Course Content,Positive
S63309,ECO445,Economics,"Great Teaching Quality in the Economics course, very helpful for my learning.",5,2024-11-17,Teaching Quality,Positive
S20995,BIO420,Biology,I really enjoyed the Biology course. The Learning Resources was excellent.,4,2024-11-05,Learning Resources,Positive
S68384,HIS754,History,"The History course had reasonable Teaching Quality, but could be improved.",3,2024-05-12,Teaching Quality,Neutral
S64820,CHE944,Chemistry,I really enjoyed the Chemistry course. The Learning Resources was excellent.,5,2025-01-12,Learning Resources,Positive
S69083,COM570,Computer Science,I found the Teaching Quality in Computer Science to be very well organized and useful.,4,2024-10-04,Teaching Quality,Positive
S53533,PHY160,Physics,The Learning Resources in Physics met the basic requirements.,4,2025-01-04,Learning Resources,Neutral
S76774,BIO764,Biology,"Great Course Content in the Biology course, very helpful for my learning.",5,2024-04-19,Course Content,Positive
S64147,BIO895,Biology,"Great Course Content in the Biology course, very helpful for my learning.",5,2025-01-04,Course Content,Positive
S98025,COM755,Computer Science,Poor Assessment Methods made the Computer Science course difficult to follow.,2,2024-06-06,Assessment Methods,Negative
S42889,COM482,Computer Science,The instructor's Support Services approach in Computer Science was outstanding.,4,2024-08-10,Support Services,Positive
S80631,HIS268,History,I struggled with History due to inadequate Course Content.,2,2025-01-12,Course Content,Negative
S71891,PSY547,Psychology,Poor Teaching Quality made the Psychology course difficult to follow.,3,2024-04-17,Teaching Quality,Negative
S89611,PSY604,Psychology,"The Psychology course had reasonable Course Content, but could be improved.",3,2025-01-18,Course Content,Neutral
S76560,ECO227,Economics,The instructor's Course Content approach in Economics was outstanding.,5,2024-06-03,Course Content,Positive
S67109,BIO371,Biology,I really enjoyed the Biology course. The Facilities was excellent.,5,2024-07-18,Facilities,Positive
S64055,HIS974,History,"I think the Facilities in History was average, nothing special.",3,2024-05-29,Facilities,Neutral
S66092,COM307,Computer Science,The Learning Resources in the Computer Science class was below standard.,3,2024-08-27,Learning Resources,Negative
S16132,COM950,Computer Science,I found the Support Services in Computer Science to be very well organized and useful.,5,2024-11-13,Support Services,Positive
S44546,PSY981,Psychology,The instructor's Learning Resources approach in Psychology was outstanding.,5,2024-09-30,Learning Resources,Positive
S39640,PHY572,Physics,"Great Course Content in the Physics course, very helpful for my learning.",4,2025-01-19,Course Content,Positive
S29590,BIO332,Biology,Neither good nor bad Teaching Quality in the Biology course.,3,2024-12-25,Teaching Quality,Neutral
S52325,BIO789,Biology,I really enjoyed the Biology course. The Support Services was excellent.,5,2025-03-03,Support Services,Positive
S78298,COM906,Computer Science,I really enjoyed the Computer Science course. The Support Services was excellent.,4,2025-02-08,Support Services,Positive
S25702,ECO575,Economics,The instructor's Support Services approach in Economics was outstanding.,5,2024-11-29,Support Services,Positive
S14890,COM314,Computer Science,I really enjoyed the Computer Science course. The Support Services was excellent.,5,2025-02-14,Support Services,Positive
S50145,BIO555,Biology,The Support Services in the Biology course was adequate.,4,2024-05-29,Support Services,Neutral
S87352,PSY162,Psychology,I found the Facilities in Psychology to be very well organized and useful.,5,2025-01-21,Facilities,Positive
S58468,LIT193,Literature,The instructor's Facilities approach in Literature was outstanding.,5,2024-08-21,Facilities,Positive
S49320,COM930,Computer Science,The instructor's Teaching Quality approach in Computer Science was outstanding.,5,2024-06-28,Teaching Quality,Positive
S49683,MAT361,Mathematics,"Great Assessment Methods in the Mathematics course, very helpful for my learning.",5,2025-02-21,Assessment Methods,Positive
S11537,PSY907,Psychology,I found the Facilities in Psychology to be very well organized and useful.,4,2025-03-06,Facilities,Positive
S41376,MAT518,Mathematics,I found the Teaching Quality in Mathematics to be very well organized and useful.,4,2025-01-20,Teaching Quality,Positive
S11582,LIT987,Literature,"Great Learning Resources in the Literature course, very helpful for my learning.",5,2024-09-08,Learning Resources,Positive
S46614,HIS468,History,Neither good nor bad Facilities in the History course.,4,2024-11-09,Facilities,Neutral
S62805,MAT102,Mathematics,The Teaching Quality in the Mathematics class exceeded my expectations.,5,2024-11-05,Teaching Quality,Positive
S30095,ECO573,Economics,The Course Content in the Economics class exceeded my expectations.,5,2024-12-10,Course Content,Positive
S82676,LIT945,Literature,I really enjoyed the Literature course. The Learning Resources was excellent.,5,2024-11-29,Learning Resources,Positive
S98631,HIS422,History,The Teaching Quality in History needs significant improvement.,2,2025-01-06,Teaching Quality,Negative
S68365,LIT354,Literature,I found the Teaching Quality in Literature to be very well organized and useful.,5,2024-07-20,Teaching Quality,Positive
S92293,MAT134,Mathematics,The Assessment Methods in the Mathematics class exceeded my expectations.,5,2024-06-23,Assessment Methods,Positive
S62436,PHY590,Physics,I really enjoyed the Physics course. The Support Services was excellent.,5,2024-10-29,Support Services,Positive
S93455,CHE420,Chemistry,The Facilities in the Chemistry class exceeded my expectations.,4,2025-03-05,Facilities,Positive
S34274,COM303,Computer Science,I found the Course Content in Computer Science to be very well organized and useful.,4,2025-04-05,Course Content,Positive
S48428,HIS605,History,The Assessment Methods in History needs significant improvement.,3,2024-12-08,Assessment Methods,Negative
S50104,PHY689,Physics,The Assessment Methods in the Physics class exceeded my expectations.,4,2024-10-03,Assessment Methods,Positive
S69762,HIS752,History,I was disappointed with the Support Services in the History course.,1,2024-05-28,Support Services,Negative
S69133,BIO475,Biology,The Facilities in Biology met the basic requirements.,4,2024-09-18,Facilities,Neutral
S76302,LIT102,Literature,I found the Facilities in Literature to be very well organized and useful.,5,2025-02-10,Facilities,Positive
S29887,LIT355,Literature,I struggled with Literature due to inadequate Assessment Methods.,2,2024-12-20,Assessment Methods,Negative
S52059,LIT469,Literature,I found the Support Services in Literature to be very well organized and useful.,5,2025-02-06,Support Services,Positive
S92731,MAT515,Mathematics,The instructor's Assessment Methods approach in Mathematics was outstanding.,4,2024-07-16,Assessment Methods,Positive
S70510,PHY179,Physics,The instructor's Facilities approach in Physics was outstanding.,4,2025-02-03,Facilities,Positive
S87601,CHE372,Chemistry,The Facilities in the Chemistry class was below standard.,1,2024-11-20,Facilities,Negative
S27761,HIS165,History,"Great Assessment Methods in the History course, very helpful for my learning.",4,2025-03-13,Assessment Methods,Positive
S35057,LIT482,Literature,The Support Services in the Literature class exceeded my expectations.,5,2024-12-10,Support Services,Positive
S24093,PSY983,Psychology,"The Psychology course had reasonable Facilities, but could be improved.",4,2024-06-16,Facilities,Neutral
S98367,PSY355,Psychology,The instructor's Support Services approach in Psychology was outstanding.,5,2024-04-15,Support Services,Positive
S91423,HIS160,History,The Support Services in the History class exceeded my expectations.,5,2024-07-03,Support Services,Positive
S81537,COM235,Computer Science,"Great Facilities in the Computer Science course, very helpful for my learning.",4,2024-07-25,Facilities,Positive
S83957,PSY654,Psychology,I found the Facilities in Psychology to be very well organized and useful.,4,2024-06-30,Facilities,Positive
S81001,LIT274,Literature,I really enjoyed the Literature course. The Learning Resources was excellent.,4,2024-11-10,Learning Resources,Positive
S78408,MAT456,Mathematics,The instructor's Assessment Methods approach in Mathematics was outstanding.,4,2025-01-20,Assessment Methods,Positive
S96263,CHE104,Chemistry,"I think the Facilities in Chemistry was average, nothing special.",4,2025-01-19,Facilities,Neutral
S75781,BIO158,Biology,"Great Facilities in the Biology course, very helpful for my learning.",4,2025-04-10,Facilities,Positive
S86247,PHY328,Physics,The instructor's Teaching Quality approach in Physics was outstanding.,4,2024-07-26,Teaching Quality,Positive
S34864,BIO464,Biology,I found the Support Services in Biology to be very well organized and useful.,4,2025-03-11,Support Services,Positive
S93446,BIO835,Biology,The instructor's Course Content approach in Biology was outstanding.,4,2024-04-12,Course Content,Positive
S17413,CHE428,Chemistry,The Support Services in Chemistry met the basic requirements.,3,2024-04-30,Support Services,Neutral
S79875,CHE464,Chemistry,The instructor's Learning Resources approach in Chemistry was outstanding.,5,2024-11-06,Learning Resources,Positive
S39575,PHY832,Physics,I really enjoyed the Physics course. The Learning Resources was excellent.,4,2024-10-26,Learning Resources,Positive
S13104,PSY703,Psychology,The instructor's Support Services approach in Psychology was outstanding.,4,2024-05-08,Support Services,Positive
S80278,BIO259,Biology,Neither good nor bad Teaching Quality in the Biology course.,3,2024-06-02,Teaching Quality,Neutral
S52128,PHY731,Physics,I really enjoyed the Physics course. The Learning Resources was excellent.,5,2024-12-27,Learning Resources,Positive
S33466,HIS865,History,I found the Facilities in History to be very well organized and useful.,4,2024-04-16,Facilities,Positive
S83226,CHE384,Chemistry,Neither good nor bad Course Content in the Chemistry course.,3,2025-01-06,Course Content,Neutral
S45543,HIS835,History,"Great Learning Resources in the History course, very helpful for my learning.",4,2024-06-16,Learning Resources,Positive
S43128,PSY387,Psychology,I really enjoyed the Psychology course. The Assessment Methods was excellent.,4,2024-06-02,Assessment Methods,Positive
S86788,COM104,Computer Science,I really enjoyed the Computer Science course. The Teaching Quality was excellent.,4,2024-11-22,Teaching Quality,Positive
S81964,LIT794,Literature,I found the Assessment Methods in Literature to be very well organized and useful.,5,2025-02-14,Assessment Methods,Positive
S99139,ECO876,Economics,The Assessment Methods in Economics met the basic requirements.,4,2025-03-15,Assessment Methods,Neutral
S48968,BIO151,Biology,The Course Content in Biology met the basic requirements.,4,2024-09-29,Course Content,Neutral
S73331,LIT980,Literature,I really enjoyed the Literature course. The Learning Resources was excellent.,4,2024-09-17,Learning Resources,Positive
S95556,ECO400,Economics,I really enjoyed the Economics course. The Facilities was excellent.,5,2024-06-19,Facilities,Positive
S99762,MAT335,Mathematics,I really enjoyed the Mathematics course. The Assessment Methods was excellent.,4,2025-03-05,Assessment Methods,Positive
S19097,ECO547,Economics,The Learning Resources in the Economics course was adequate.,3,2024-04-29,Learning Resources,Neutral
S96368,MAT721,Mathematics,I struggled with Mathematics due to inadequate Teaching Quality.,2,2025-03-23,Teaching Quality,Negative
S23454,LIT191,Literature,The Teaching Quality in the Literature class exceeded my expectations.,5,2025-01-30,Teaching Quality,Positive
S67663,HIS572,History,"Great Teaching Quality in the History course, very helpful for my learning.",5,2025-02-04,Teaching Quality,Positive
S90313,BIO918,Biology,The Learning Resources in the Biology class was below standard.,2,2024-08-10,Learning Resources,Negative
S56676,MAT736,Mathematics,The Course Content in the Mathematics course was adequate.,3,2024-11-04,Course Content,Neutral
S40153,PSY488,Psychology,The Support Services in the Psychology course was adequate.,3,2024-08-13,Support Services,Neutral
S17550,COM839,Computer Science,I found the Assessment Methods in Computer Science to be very well organized and useful.,5,2024-09-02,Assessment Methods,Positive
S15837,HIS645,History,The Learning Resources in History met the basic requirements.,4,2024-12-22,Learning Resources,Neutral
S58417,HIS787,History,The instructor's Learning Resources approach in History was outstanding.,5,2024-05-17,Learning Resources,Positive
S43359,ECO108,Economics,The Support Services in the Economics course was adequate.,4,2024-10-12,Support Services,Neutral
S22047,COM237,Computer Science,"I think the Learning Resources in Computer Science was average, nothing special.",4,2024-07-24,Learning Resources,Neutral
S19763,MAT718,Mathematics,The instructor's Teaching Quality approach in Mathematics was outstanding.,4,2025-01-23,Teaching Quality,Positive
S71383,MAT231,Mathematics,"Great Facilities in the Mathematics course, very helpful for my learning.",4,2024-05-29,Facilities,Positive
S96703,MAT317,Mathematics,I struggled with Mathematics due to inadequate Support Services.,1,2025-03-03,Support Services,Negative
S34039,CHE653,Chemistry,I really enjoyed the Chemistry course. The Facilities was excellent.,5,2024-11-06,Facilities,Positive
S69035,BIO260,Biology,The Assessment Methods in the Biology class was below standard.,3,2024-06-05,Assessment Methods,Negative
S68249,LIT283,Literature,"I think the Teaching Quality in Literature was average, nothing special.",4,2024-06-30,Teaching Quality,Neutral
S71642,PSY951,Psychology,I really enjoyed the Psychology course. The Facilities was excellent.,5,2024-08-24,Facilities,Positive
S23994,MAT173,Mathematics,"The Mathematics course had reasonable Teaching Quality, but could be improved.",4,2024-12-24,Teaching Quality,Neutral
S81379,PSY194,Psychology,I was disappointed with the Learning Resources in the Psychology course.,3,2024-10-15,Learning Resources,Negative
S95595,COM222,Computer Science,The instructor's Teaching Quality approach in Computer Science was outstanding.,4,2025-03-14,Teaching Quality,Positive
S74063,PHY926,Physics,The instructor's Teaching Quality approach in Physics was outstanding.,5,2025-02-01,Teaching Quality,Positive
S26356,BIO253,Biology,The Teaching Quality in the Biology class exceeded my expectations.,4,2024-08-03,Teaching Quality,Positive
S52797,ECO828,Economics,The Facilities in the Economics class was below standard.,1,2024-04-12,Facilities,Negative
S89023,BIO494,Biology,I struggled with Biology due to inadequate Assessment Methods.,1,2024-12-28,Assessment Methods,Negative
S25492,CHE964,Chemistry,The instructor's Support Services approach in Chemistry was outstanding.,4,2024-04-21,Support Services,Positive
S59638,COM600,Computer Science,The Facilities in Computer Science met the basic requirements.,3,2024-06-09,Facilities,Neutral
S91647,MAT753,Mathematics,I found the Learning Resources in Mathematics to be very well organized and useful.,5,2024-05-24,Learning Resources,Positive
S92658,PHY736,Physics,"I think the Course Content in Physics was average, nothing special.",3,2025-03-27,Course Content,Neutral
S24115,LIT890,Literature,"Great Assessment Methods in the Literature course, very helpful for my learning.",5,2024-06-23,Assessment Methods,Positive
S42475,MAT263,Mathematics,"Great Support Services in the Mathematics course, very helpful for my learning.",4,2024-12-11,Support Services,Positive
S89203,HIS694,History,I found the Support Services in History to be very well organized and useful.,5,2024-08-21,Support Services,Positive
S39536,COM174,Computer Science,I found the Assessment Methods in Computer Science to be very well organized and useful.,5,2024-06-20,Assessment Methods,Positive
S51222,PSY721,Psychology,The Teaching Quality in the Psychology course was adequate.,3,2024-08-19,Teaching Quality,Neutral
S66582,HIS331,History,The Course Content in the History class exceeded my expectations.,4,2024-09-23,Course Content,Positive
S55928,LIT104,Literature,"I think the Course Content in Literature was average, nothing special.",4,2025-03-01,Course Content,Neutral
S15714,HIS660,History,I really enjoyed the History course. The Teaching Quality was excellent.,5,2024-08-22,Teaching Quality,Positive
S21881,HIS849,History,The Assessment Methods in the History class exceeded my expectations.,4,2024-04-29,Assessment Methods,Positive
S14732,PSY345,Psychology,The Support Services in the Psychology class was below standard.,1,2025-03-03,Support Services,Negative
S68656,PSY225,Psychology,"The Psychology course had reasonable Learning Resources, but could be improved.",4,2024-04-30,Learning Resources,Neutral
S70451,COM126,Computer Science,I found the Support Services in Computer Science to be very well organized and useful.,5,2025-03-10,Support Services,Positive
S49934,BIO730,Biology,The Assessment Methods in the Biology class exceeded my expectations.,4,2024-07-05,Assessment Methods,Positive
S46401,LIT763,Literature,The Facilities in Literature needs significant improvement.,2,2025-01-28,Facilities,Negative
S26632,PSY676,Psychology,The Teaching Quality in Psychology met the basic requirements.,3,2025-01-04,Teaching Quality,Neutral
S64457,BIO529,Biology,The instructor's Support Services approach in Biology was outstanding.,4,2024-11-02,Support Services,Positive
S78677,PHY429,Physics,The Teaching Quality in the Physics class exceeded my expectations.,4,2024-11-08,Teaching Quality,Positive
S33940,HIS176,History,The Course Content in the History class exceeded my expectations.,5,2024-12-13,Course Content,Positive
S53364,ECO227,Economics,The Facilities in Economics needs significant improvement.,3,2025-01-28,Facilities,Negative
S61450,PSY433,Psychology,The instructor's Course Content approach in Psychology was outstanding.,4,2025-03-06,Course Content,Positive
S82601,MAT542,Mathematics,The instructor's Assessment Methods approach in Mathematics was outstanding.,4,2024-04-17,Assessment Methods,Positive
S61765,MAT884,Mathematics,The instructor's Assessment Methods approach in Mathematics was outstanding.,5,2025-01-14,Assessment Methods,Positive
S84562,LIT850,Literature,I really enjoyed the Literature course. The Assessment Methods was excellent.,4,2024-05-22,Assessment Methods,Positive
S18847,HIS678,History,I found the Course Content in History to be very well organized and useful.,4,2024-05-24,Course Content,Positive
S60926,PSY554,Psychology,I really enjoyed the Psychology course. The Learning Resources was excellent.,4,2024-08-28,Learning Resources,Positive
S99425,ECO179,Economics,"I think the Learning Resources in Economics was average, nothing special.",3,2024-06-28,Learning Resources,Neutral
S45380,HIS744,History,The instructor's Facilities approach in History was outstanding.,5,2024-06-13,Facilities,Positive
S71914,PHY998,Physics,I found the Facilities in Physics to be very well organized and useful.,5,2025-01-22,Facilities,Positive
S47597,ECO958,Economics,The Support Services in the Economics course was adequate.,4,2025-02-01,Support Services,Neutral
S38881,LIT879,Literature,"I think the Facilities in Literature was average, nothing special.",3,2024-12-13,Facilities,Neutral
S59130,HIS984,History,"Great Teaching Quality in the History course, very helpful for my learning.",4,2024-11-10,Teaching Quality,Positive
S14588,ECO874,Economics,I found the Facilities in Economics to be very well organized and useful.,4,2024-08-22,Facilities,Positive
S64939,PHY156,Physics,I really enjoyed the Physics course. The Assessment Methods was excellent.,5,2024-12-15,Assessment Methods,Positive
S78233,LIT147,Literature,The Assessment Methods in Literature met the basic requirements.,4,2024-11-12,Assessment Methods,Neutral
S63426,ECO919,Economics,"Great Course Content in the Economics course, very helpful for my learning.",5,2024-11-30,Course Content,Positive
S63993,PSY780,Psychology,"Great Assessment Methods in the Psychology course, very helpful for my learning.",5,2024-05-21,Assessment Methods,Positive
S59812,PHY190,Physics,The instructor's Support Services approach in Physics was outstanding.,5,2024-04-14,Support Services,Positive
S73650,MAT776,Mathematics,I struggled with Mathematics due to inadequate Assessment Methods.,3,2025-03-09,Assessment Methods,Negative
S64368,LIT197,Literature,The Teaching Quality in the Literature class was below standard.,2,2025-01-02,Teaching Quality,Negative
S98315,ECO660,Economics,"The Economics course had reasonable Assessment Methods, but could be improved.",4,2024-11-07,Assessment Methods,Neutral
S55690,MAT695,Mathematics,"The Mathematics course had reasonable Support Services, but could be improved.",3,2025-03-06,Support Services,Neutral
S17779,PHY755,Physics,"I think the Teaching Quality in Physics was average, nothing special.",3,2024-05-06,Teaching Quality,Neutral
S69022,ECO839,Economics,The Facilities in Economics met the basic requirements.,4,2025-01-28,Facilities,Neutral
S92305,HIS161,History,The Assessment Methods in the History course was adequate.,4,2024-09-13,Assessment Methods,Neutral
S14042,HIS175,History,The Teaching Quality in the History course was adequate.,4,2024-06-06,Teaching Quality,Neutral
S68763,PSY766,Psychology,I really enjoyed the Psychology course. The Teaching Quality was excellent.,4,2024-08-27,Teaching Quality,Positive
S61526,CHE323,Chemistry,I found the Teaching Quality in Chemistry to be very well organized and useful.,5,2024-12-07,Teaching Quality,Positive
S32960,HIS508,History,I really enjoyed the History course. The Support Services was excellent.,4,2025-03-20,Support Services,Positive
S17924,MAT704,Mathematics,"Great Support Services in the Mathematics course, very helpful for my learning.",5,2024-05-15,Support Services,Positive
S80445,HIS809,History,The Assessment Methods in History needs significant improvement.,3,2025-02-04,Assessment Methods,Negative
S49361,HIS711,History,I really enjoyed the History course. The Teaching Quality was excellent.,5,2025-03-16,Teaching Quality,Positive
S78114,MAT721,Mathematics,I really enjoyed the Mathematics course. The Assessment Methods was excellent.,4,2025-02-20,Assessment Methods,Positive
S10896,PHY413,Physics,The Teaching Quality in the Physics course was adequate.,4,2024-11-01,Teaching Quality,Neutral
S38658,PSY890,Psychology,The Teaching Quality in the Psychology class exceeded my expectations.,4,2024-05-29,Teaching Quality,Positive
S50665,BIO753,Biology,The instructor's Facilities approach in Biology was outstanding.,5,2025-03-14,Facilities,Positive
S14825,BIO103,Biology,The instructor's Assessment Methods approach in Biology was outstanding.,5,2024-07-27,Assessment Methods,Positive
S29828,MAT920,Mathematics,I really enjoyed the Mathematics course. The Teaching Quality was excellent.,4,2024-06-23,Teaching Quality,Positive
S33568,HIS977,History,The instructor's Support Services approach in History was outstanding.,4,2025-01-07,Support Services,Positive
S72893,ECO157,Economics,"Great Course Content in the Economics course, very helpful for my learning.",5,2024-09-18,Course Content,Positive
S36134,BIO749,Biology,The instructor's Learning Resources approach in Biology was outstanding.,4,2024-12-08,Learning Resources,Positive
S40457,PSY972,Psychology,I really enjoyed the Psychology course. The Learning Resources was excellent.,4,2025-02-09,Learning Resources,Positive
S24954,CHE368,Chemistry,The instructor's Support Services approach in Chemistry was outstanding.,5,2025-02-06,Support Services,Positive
S43434,PSY404,Psychology,"Great Facilities in the Psychology course, very helpful for my learning.",4,2024-04-24,Facilities,Positive
S30379,CHE914,Chemistry,The Teaching Quality in the Chemistry class exceeded my expectations.,4,2024-07-17,Teaching Quality,Positive
S31642,CHE367,Chemistry,"The Chemistry course had reasonable Assessment Methods, but could be improved.",4,2024-06-08,Assessment Methods,Neutral
S32722,PSY914,Psychology,Neither good nor bad Assessment Methods in the Psychology course.,4,2025-02-19,Assessment Methods,Neutral
S53622,COM144,Computer Science,The Learning Resources in the Computer Science class exceeded my expectations.,4,2025-01-05,Learning Resources,Positive
S98088,HIS550,History,The Assessment Methods in History met the basic requirements.,3,2024-07-31,Assessment Methods,Neutral
S59134,ECO662,Economics,"Great Teaching Quality in the Economics course, very helpful for my learning.",4,2024-08-15,Teaching Quality,Positive
S12278,LIT489,Literature,"The Literature course had reasonable Learning Resources, but could be improved.",4,2024-07-31,Learning Resources,Neutral
S47983,COM240,Computer Science,The Support Services in the Computer Science class was below standard.,2,2024-06-23,Support Services,Negative
S52011,COM119,Computer Science,Neither good nor bad Course Content in the Computer Science course.,3,2024-10-22,Course Content,Neutral
S27464,BIO200,Biology,"Great Support Services in the Biology course, very helpful for my learning.",5,2024-12-16,Support Services,Positive
S44963,CHE810,Chemistry,I was disappointed with the Course Content in the Chemistry course.,1,2024-10-25,Course Content,Negative
S36272,CHE619,Chemistry,"Great Support Services in the Chemistry course, very helpful for my learning.",4,2024-08-28,Support Services,Positive
S44132,ECO861,Economics,I really enjoyed the Economics course. The Teaching Quality was excellent.,5,2024-07-25,Teaching Quality,Positive
S96058,PHY769,Physics,I really enjoyed the Physics course. The Assessment Methods was excellent.,5,2025-03-03,Assessment Methods,Positive
S41006,COM308,Computer Science,The instructor's Support Services approach in Computer Science was outstanding.,5,2024-09-20,Support Services,Positive
S29202,PSY697,Psychology,The Course Content in Psychology needs significant improvement.,1,2024-04-23,Course Content,Negative
S30117,CHE760,Chemistry,"Great Support Services in the Chemistry course, very helpful for my learning.",4,2025-04-09,Support Services,Positive
S10382,CHE717,Chemistry,"Great Course Content in the Chemistry course, very helpful for my learning.",5,2024-07-10,Course Content,Positive
S64114,ECO110,Economics,Neither good nor bad Learning Resources in the Economics course.,3,2024-06-05,Learning Resources,Neutral
S89698,ECO180,Economics,I found the Learning Resources in Economics to be very well organized and useful.,4,2025-02-17,Learning Resources,Positive
S53827,PSY904,Psychology,I really enjoyed the Psychology course. The Support Services was excellent.,4,2024-11-24,Support Services,Positive
S26193,MAT206,Mathematics,"Great Assessment Methods in the Mathematics course, very helpful for my learning.",5,2024-10-06,Assessment Methods,Positive
S24554,CHE639,Chemistry,I struggled with Chemistry due to inadequate Assessment Methods.,2,2024-07-22,Assessment Methods,Negative
S21829,PHY696,Physics,The Learning Resources in the Physics class exceeded my expectations.,5,2024-09-05,Learning Resources,Positive
S71317,MAT883,Mathematics,The Assessment Methods in Mathematics met the basic requirements.,4,2025-04-03,Assessment Methods,Neutral
S28478,COM351,Computer Science,"The Computer Science course had reasonable Course Content, but could be improved.",3,2024-11-19,Course Content,Neutral
S42748,COM268,Computer Science,I found the Learning Resources in Computer Science to be very well organized and useful.,5,2024-12-23,Learning Resources,Positive
S60176,BIO726,Biology,The instructor's Facilities approach in Biology was outstanding.,4,2024-10-27,Facilities,Positive
S93888,PHY449,Physics,I really enjoyed the Physics course. The Learning Resources was excellent.,4,2024-11-19,Learning Resources,Positive
S96380,PSY565,Psychology,The Learning Resources in Psychology met the basic requirements.,4,2024-05-21,Learning Resources,Neutral
S34296,PHY222,Physics,I really enjoyed the Physics course. The Facilities was excellent.,4,2024-11-01,Facilities,Positive
S58070,PHY976,Physics,The Teaching Quality in the Physics course was adequate.,4,2024-09-19,Teaching Quality,Neutral
S16592,COM650,Computer Science,I found the Facilities in Computer Science to be very well organized and useful.,5,2024-08-29,Facilities,Positive
S34842,COM852,Computer Science,"Great Teaching Quality in the Computer Science course, very helpful for my learning.",5,2024-05-11,Teaching Quality,Positive
S49850,LIT495,Literature,I struggled with Literature due to inadequate Assessment Methods.,3,2024-06-05,Assessment Methods,Negative
S72254,CHE217,Chemistry,"The Chemistry course had reasonable Support Services, but could be improved.",4,2024-05-24,Support Services,Neutral
S87374,PSY196,Psychology,"I think the Assessment Methods in Psychology was average, nothing special.",4,2024-09-12,Assessment Methods,Neutral
S68828,HIS499,History,The Learning Resources in the History class was below standard.,2,2024-12-31,Learning Resources,Negative
S30794,BIO530,Biology,The Course Content in the Biology class exceeded my expectations.,5,2025-01-09,Course Content,Positive
S55125,COM495,Computer Science,I really enjoyed the Computer Science course. The Support Services was excellent.,5,2024-05-20,Support Services,Positive
S91198,PHY753,Physics,I struggled with Physics due to inadequate Learning Resources.,3,2024-04-28,Learning Resources,Negative
S58228,PHY201,Physics,I found the Assessment Methods in Physics to be very well organized and useful.,5,2024-10-05,Assessment Methods,Positive
S40474,PSY807,Psychology,The Support Services in the Psychology class was below standard.,3,2025-03-27,Support Services,Negative
S66826,PSY951,Psychology,The Support Services in the Psychology class exceeded my expectations.,5,2024-10-01,Support Services,Positive
S99375,COM883,Computer Science,The Course Content in the Computer Science course was adequate.,3,2024-11-26,Course Content,Neutral
S23757,LIT983,Literature,I found the Support Services in Literature to be very well organized and useful.,5,2025-01-10,Support Services,Positive
S15305,HIS487,History,The Assessment Methods in History needs significant improvement.,2,2025-01-04,Assessment Methods,Negative
S31669,PHY941,Physics,I really enjoyed the Physics course. The Assessment Methods was excellent.,5,2024-12-01,Assessment Methods,Positive
S46470,MAT480,Mathematics,"Great Learning Resources in the Mathematics course, very helpful for my learning.",4,2024-08-05,Learning Resources,Positive
S38875,CHE215,Chemistry,I really enjoyed the Chemistry course. The Assessment Methods was excellent.,5,2025-01-08,Assessment Methods,Positive
S73307,COM121,Computer Science,The Teaching Quality in the Computer Science course was adequate.,4,2024-12-06,Teaching Quality,Neutral
S27562,PHY166,Physics,I found the Support Services in Physics to be very well organized and useful.,4,2025-03-21,Support Services,Positive
S99565,BIO938,Biology,I found the Learning Resources in Biology to be very well organized and useful.,5,2025-01-02,Learning Resources,Positive
S93756,CHE569,Chemistry,Poor Facilities made the Chemistry course difficult to follow.,2,2025-01-28,Facilities,Negative
S24414,MAT104,Mathematics,The Teaching Quality in the Mathematics class exceeded my expectations.,5,2025-01-10,Teaching Quality,Positive
S11048,PSY576,Psychology,The Teaching Quality in Psychology met the basic requirements.,3,2024-11-09,Teaching Quality,Neutral
S54996,PHY822,Physics,I really enjoyed the Physics course. The Learning Resources was excellent.,5,2024-06-20,Learning Resources,Positive
S42654,LIT840,Literature,The Learning Resources in Literature met the basic requirements.,3,2025-02-18,Learning Resources,Neutral
S27687,MAT438,Mathematics,I struggled with Mathematics due to inadequate Assessment Methods.,3,2024-10-31,Assessment Methods,Negative
S60453,LIT392,Literature,I really enjoyed the Literature course. The Teaching Quality was excellent.,5,2024-12-02,Teaching Quality,Positive
S39259,PSY508,Psychology,The instructor's Course Content approach in Psychology was outstanding.,4,2024-05-30,Course Content,Positive
